Provider,PotentialFraud,num_inpatient_claims,num_outpatient_claims,total_claims,ip_reimb_mean,ip_reimb_sum,ip_deduct_mean,ip_deduct_sum,op_reimb_mean,op_reimb_sum,op_deduct_mean,op_deduct_sum
PRV53848,No,0,8,8,,,,,135.0,1080.0,0.0,0.0
PRV53849,No,0,21,21,,,,,139.52380952380952,2930.0,0.0,0.0
PRV53850,No,0,10,10,,,,,172.0,1720.0,0.0,0.0
PRV53851,No,0,48,48,,,,,439.5833333333333,21100.0,3.3333333333333335,160.0
PRV53855,Yes,20,0,20,7050.0,141000.0,1068.0,21360.0,,,,
PRV53857,No,10,0,10,14000.0,140000.0,1068.0,10680.0,,,,
PRV53859,No,0,143,143,,,,,236.43356643356643,33810.0,4.125874125874126,590.0
PRV53860,No,0,1,1,,,,,100.0,100.0,0.0,0.0
PRV53861,No,2,0,2,5500.0,11000.0,1068.0,2136.0,,,,
PRV53862,No,4,2,6,12500.0,50000.0,1068.0,4272.0,50.0,100.0,0.0,0.0
PRV53864,No,0,2,2,,,,,230.0,460.0,0.0,0.0
PRV53865,No,6,0,6,10000.0,60000.0,1068.0,6408.0,,,,
PRV53867,No,9,4,13,10000.0,90000.0,1068.0,9612.0,817.5,3270.0,0.0,0.0
PRV53868,No,10,18,28,15800.0,158000.0,1068.0,10680.0,190.0,3420.0,4.444444444444445,80.0
PRV53871,No,0,1220,1220,,,,,223.54918032786884,272730.0,2.69672131147541,3290.0
PRV53872,No,9,222,231,11666.666666666666,105000.0,1068.0,9612.0,294.9549549549549,65480.0,2.0720720720720722,460.0
PRV53873,No,14,68,82,6928.571428571428,97000.0,1068.0,14952.0,288.97058823529414,19650.0,3.823529411764706,260.0
PRV53874,No,0,524,524,,,,,285.4580152671756,149580.0,3.263358778625954,1710.0
PRV53875,No,0,41,41,,,,,226.58536585365854,9290.0,0.7317073170731707,30.0
PRV53876,No,0,125,125,,,,,250.48,31310.0,3.6,450.0
PRV53877,No,0,19,19,,,,,355.2631578947368,6750.0,0.5263157894736842,10.0
PRV53878,No,5,41,46,7000.0,35000.0,1068.0,5340.0,333.4146341463415,13670.0,7.073170731707317,290.0
PRV53879,No,0,15,15,,,,,89.33333333333333,1340.0,0.0,0.0
PRV53880,No,0,61,61,,,,,324.42622950819674,19790.0,2.2950819672131146,140.0
PRV53884,Yes,117,152,269,8520.51282051282,996900.0,1068.0,123888.0,283.35526315789474,43070.0,2.8947368421052633,440.0
PRV53885,No,6,6,12,8150.0,48900.0,1068.0,6408.0,121.66666666666667,730.0,0.0,0.0
PRV53887,Yes,0,598,598,,,,,276.75585284280936,165500.0,1.6387959866220736,980.0
PRV53888,No,0,70,70,,,,,277.2857142857143,19410.0,2.142857142857143,150.0
PRV53889,No,9,186,195,6666.666666666667,60000.0,1068.0,9612.0,206.88172043010752,38480.0,2.903225806451613,540.0
PRV53891,No,0,22,22,,,,,478.6363636363636,10530.0,4.545454545454546,100.0
PRV53892,No,8,111,119,15000.0,120000.0,1068.0,8544.0,273.3333333333333,30340.0,2.4324324324324325,270.0
PRV53894,Yes,15,202,217,14333.333333333334,215000.0,1068.0,16020.0,262.7722772277228,53080.0,4.158415841584159,840.0
PRV53895,Yes,0,1273,1273,,,,,315.30243519245874,401380.0,2.568735271013354,3270.0
PRV53896,No,0,43,43,,,,,254.65116279069767,10950.0,3.255813953488372,140.0
PRV53899,No,0,3,3,,,,,40.0,120.0,3.3333333333333335,10.0
PRV53900,Yes,0,789,789,,,,,255.83016476552598,201850.0,3.3840304182509504,2670.0
PRV53901,No,0,14,14,,,,,385.7142857142857,5400.0,0.0,0.0
PRV53905,No,0,77,77,,,,,282.2077922077922,21730.0,2.857142857142857,220.0
PRV53906,No,0,4,4,,,,,120.0,480.0,0.0,0.0
PRV53907,No,0,126,126,,,,,364.76190476190476,45960.0,1.5873015873015872,200.0
PRV53908,No,0,15,15,,,,,567.3333333333334,8510.0,4.0,60.0
PRV53909,No,0,256,256,,,,,312.4609375,79990.0,0.78125,200.0
PRV53910,No,27,69,96,9407.407407407407,254000.0,1068.0,26700.0,311.30434782608694,21480.0,7.101449275362318,490.0
PRV53911,Yes,14,522,536,12642.857142857143,177000.0,1068.0,14952.0,378.3141762452107,197480.0,1.9923371647509578,1040.0
PRV53912,No,0,66,66,,,,,254.84848484848484,16820.0,3.1818181818181817,210.0
PRV53913,No,0,131,131,,,,,276.1832061068702,36180.0,1.984732824427481,260.0
PRV53915,No,0,545,545,,,,,280.0,152600.0,2.770642201834862,1510.0
PRV53916,No,0,192,192,,,,,224.89583333333334,43180.0,5.833333333333333,1120.0
PRV53917,No,7,193,200,7471.428571428572,52300.0,1068.0,7476.0,362.1761658031088,69900.0,2.9533678756476682,570.0
PRV53918,Yes,0,3588,3588,,,,,282.75083612040135,1014510.0,2.536231884057971,9100.0
PRV53919,Yes,6,18,24,8466.666666666666,50800.0,1068.0,6408.0,180.55555555555554,3250.0,10.555555555555555,190.0
PRV53920,No,3,218,221,12000.0,36000.0,1068.0,3204.0,273.4403669724771,59610.0,3.669724770642202,800.0
PRV53921,No,9,759,768,6115.555555555556,55040.0,1068.0,9612.0,352.0289855072464,267190.0,2.028985507246377,1540.0
PRV53922,No,0,55,55,,,,,246.0,13530.0,3.6363636363636362,200.0
PRV53923,Yes,30,125,155,8100.0,243000.0,1068.0,32040.0,219.2,27400.0,0.96,120.0
PRV53924,No,0,1,1,,,,,0.0,0.0,0.0,0.0
PRV53925,No,20,41,61,7400.0,148000.0,1068.0,21360.0,297.5609756097561,12200.0,2.4390243902439024,100.0
PRV53926,No,0,27,27,,,,,327.4074074074074,8840.0,4.444444444444445,120.0
PRV53927,No,0,11,11,,,,,327.27272727272725,3600.0,0.0,0.0
PRV53928,No,3,38,41,4666.666666666667,14000.0,1068.0,3204.0,256.57894736842104,9750.0,2.3684210526315788,90.0
PRV53931,No,3,52,55,10000.0,30000.0,1068.0,3204.0,200.19230769230768,10410.0,3.6538461538461537,190.0
PRV53932,No,82,222,304,10487.80487804878,860000.0,1068.0,85440.0,270.9009009009009,60140.0,2.8828828828828827,640.0
PRV53933,No,0,265,265,,,,,309.39622641509436,81990.0,1.8867924528301887,500.0
PRV53934,No,0,122,122,,,,,274.59016393442624,33500.0,4.344262295081967,530.0
PRV53935,No,0,12,12,,,,,450.8333333333333,5410.0,0.0,0.0
PRV53937,Yes,17,21,38,12411.764705882353,211000.0,1068.0,18156.0,331.9047619047619,6970.0,1.9047619047619047,40.0
PRV53938,Yes,82,29,111,7768.292682926829,637000.0,1068.0,86508.0,574.8275862068965,16670.0,0.0,0.0
PRV53939,No,6,298,304,18666.666666666668,112000.0,1068.0,6408.0,273.28859060402687,81440.0,4.12751677852349,1230.0
PRV53940,No,0,97,97,,,,,225.6701030927835,21890.0,3.402061855670103,330.0
PRV53941,No,6,71,77,9833.333333333334,59000.0,1068.0,6408.0,326.19718309859155,23160.0,0.9859154929577465,70.0
PRV53942,No,8,17,25,9125.0,73000.0,1068.0,8544.0,271.7647058823529,4620.0,8.235294117647058,140.0
PRV53943,No,8,101,109,7875.0,63000.0,1068.0,8544.0,285.1485148514852,28800.0,2.376237623762376,240.0
PRV53944,No,0,104,104,,,,,209.03846153846155,21740.0,4.134615384615385,430.0
PRV53945,No,0,49,49,,,,,312.2448979591837,15300.0,3.2653061224489797,160.0
PRV53946,No,0,21,21,,,,,479.5238095238095,10070.0,4.761904761904762,100.0
PRV53947,No,0,8,8,,,,,53.75,430.0,0.0,0.0
PRV53949,No,0,5,5,,,,,142.0,710.0,6.0,30.0
PRV53950,No,0,298,298,,,,,275.6040268456376,82130.0,2.651006711409396,790.0
PRV53951,Yes,22,32,54,9590.90909090909,211000.0,1068.0,23496.0,394.375,12620.0,1.875,60.0
PRV53952,No,0,15,15,,,,,305.3333333333333,4580.0,0.0,0.0
PRV53956,No,0,526,526,,,,,299.638783269962,157610.0,3.2129277566539924,1690.0
PRV53957,No,0,15,15,,,,,442.6666666666667,6640.0,0.0,0.0
PRV53958,No,23,690,713,9260.869565217392,213000.0,1068.0,23496.0,380.0869565217391,262260.0,2.3333333333333335,1610.0
PRV53959,Yes,76,138,214,11400.0,866400.0,1068.0,79032.0,220.5072463768116,30430.0,0.8695652173913043,120.0
PRV53960,No,0,420,420,,,,,303.23809523809524,127360.0,2.4523809523809526,1030.0
PRV53961,Yes,97,32,129,8184.5360824742265,793900.0,1068.0,102528.0,548.75,17560.0,10.625,340.0
PRV53963,No,4,35,39,14250.0,57000.0,1068.0,4272.0,390.2857142857143,13660.0,0.5714285714285714,20.0
PRV53964,No,0,146,146,,,,,279.6575342465753,40830.0,1.5068493150684932,220.0
PRV53965,No,0,110,110,,,,,291.54545454545456,32070.0,1.5454545454545454,170.0
PRV53966,No,0,2,2,,,,,250.0,500.0,0.0,0.0
PRV53967,No,0,2,2,,,,,50.0,100.0,0.0,0.0
PRV53968,No,0,32,32,,,,,206.25,6600.0,4.6875,150.0
PRV53969,No,0,118,118,,,,,305.0,35990.0,2.457627118644068,290.0
PRV53970,No,3,1,4,21666.666666666668,65000.0,1068.0,3204.0,200.0,200.0,0.0,0.0
PRV53971,No,0,102,102,,,,,217.7450980392157,22210.0,8.03921568627451,820.0
PRV53972,No,6,68,74,5833.333333333333,35000.0,1068.0,6408.0,248.8235294117647,16920.0,2.5,170.0
PRV53973,No,0,170,170,,,,,265.47058823529414,45130.0,2.2941176470588234,390.0
PRV53974,No,0,67,67,,,,,193.28358208955223,12950.0,0.8955223880597015,60.0
PRV53975,No,0,70,70,,,,,162.71428571428572,11390.0,6.0,420.0
PRV53977,No,0,65,65,,,,,340.3076923076923,22120.0,0.0,0.0
PRV53978,No,0,1,1,,,,,100.0,100.0,0.0,0.0
PRV53979,No,0,77,77,,,,,339.87012987012986,26170.0,2.4675324675324677,190.0
PRV53980,No,0,22,22,,,,,169.54545454545453,3730.0,0.0,0.0
PRV53981,No,0,22,22,,,,,218.63636363636363,4810.0,0.0,0.0
PRV53982,No,0,9,9,,,,,108.88888888888889,980.0,0.0,0.0
PRV53983,No,0,24,24,,,,,266.6666666666667,6400.0,0.8333333333333334,20.0
PRV53985,Yes,8,189,197,13500.0,108000.0,1068.0,8544.0,292.75132275132273,55330.0,3.015873015873016,570.0
PRV53986,No,11,34,45,7090.909090909091,78000.0,1068.0,11748.0,354.70588235294116,12060.0,4.117647058823529,140.0
PRV53988,No,0,32,32,,,,,198.75,6360.0,0.0,0.0
PRV53989,No,1,26,27,13000.0,13000.0,1068.0,1068.0,351.15384615384613,9130.0,3.076923076923077,80.0
PRV53990,No,5,94,99,8600.0,43000.0,1068.0,5340.0,216.48936170212767,20350.0,2.127659574468085,200.0
PRV53991,No,0,62,62,,,,,226.61290322580646,14050.0,2.5806451612903225,160.0
PRV53992,No,0,244,244,,,,,359.0983606557377,87620.0,1.9672131147540983,480.0
PRV53993,No,0,201,201,,,,,267.5124378109453,53770.0,2.7860696517412937,560.0
PRV53994,No,0,174,174,,,,,264.367816091954,46000.0,2.586206896551724,450.0
PRV53995,No,0,3,3,,,,,146.66666666666666,440.0,0.0,0.0
PRV53996,No,2,3,5,5500.0,11000.0,1068.0,2136.0,130.0,390.0,0.0,0.0
PRV53997,No,0,172,172,,,,,408.3139534883721,70230.0,1.802325581395349,310.0
PRV53999,No,0,1,1,,,,,60.0,60.0,0.0,0.0
PRV54000,No,0,206,206,,,,,204.95145631067962,42220.0,3.1553398058252426,650.0
PRV54001,No,8,0,8,7625.0,61000.0,1068.0,8544.0,,,,
PRV54002,No,0,11,11,,,,,187.27272727272728,2060.0,0.0,0.0
PRV54004,No,0,8,8,,,,,136.25,1090.0,0.0,0.0
PRV54005,No,0,8,8,,,,,225.0,1800.0,2.5,20.0
PRV54006,No,0,1,1,,,,,90.0,90.0,0.0,0.0
PRV54007,No,0,5,5,,,,,280.0,1400.0,8.0,40.0
PRV54008,No,0,50,50,,,,,257.2,12860.0,5.2,260.0
PRV54009,No,0,1,1,,,,,40.0,40.0,0.0,0.0
PRV54011,No,0,2,2,,,,,35.0,70.0,0.0,0.0
PRV54012,No,0,8,8,,,,,475.0,3800.0,0.0,0.0
PRV54013,No,0,1,1,,,,,100.0,100.0,0.0,0.0
PRV54014,No,0,2,2,,,,,205.0,410.0,0.0,0.0
PRV54016,No,0,4,4,,,,,160.0,640.0,20.0,80.0
PRV54017,No,0,13,13,,,,,200.76923076923077,2610.0,0.0,0.0
PRV54019,No,0,4,4,,,,,225.0,900.0,0.0,0.0
PRV54020,No,0,7,7,,,,,292.85714285714283,2050.0,5.714285714285714,40.0
PRV54021,No,0,20,20,,,,,99.0,1980.0,9.5,190.0
PRV54023,No,0,18,18,,,,,114.44444444444444,2060.0,0.0,0.0
PRV54024,No,0,38,38,,,,,470.2631578947368,17870.0,1.0526315789473684,40.0
PRV54025,No,0,20,20,,,,,449.0,8980.0,5.0,100.0
PRV54026,No,0,3,3,,,,,806.6666666666666,2420.0,16.666666666666668,50.0
PRV54027,No,0,14,14,,,,,99.28571428571429,1390.0,0.0,0.0
PRV54028,No,0,6,6,,,,,120.0,720.0,0.0,0.0
PRV54029,No,0,2,2,,,,,160.0,320.0,0.0,0.0
PRV54030,No,0,14,14,,,,,201.42857142857142,2820.0,0.0,0.0
PRV54031,No,0,5,5,,,,,454.0,2270.0,20.0,100.0
PRV54033,No,0,1,1,,,,,30.0,30.0,0.0,0.0
PRV54034,No,0,1,1,,,,,70.0,70.0,100.0,100.0
PRV54036,No,0,100,100,,,,,258.9,25890.0,3.4,340.0
PRV54037,No,0,17,17,,,,,618.2352941176471,10510.0,0.0,0.0
PRV54038,No,0,19,19,,,,,307.36842105263156,5840.0,4.2105263157894735,80.0
PRV54039,No,0,28,28,,,,,170.35714285714286,4770.0,1.7857142857142858,50.0
PRV54040,No,0,2,2,,,,,125.0,250.0,0.0,0.0
PRV54041,No,0,65,65,,,,,543.5384615384615,35330.0,3.076923076923077,200.0
PRV54043,No,0,3,3,,,,,1846.6666666666667,5540.0,0.0,0.0
PRV54044,No,0,6,6,,,,,136.66666666666666,820.0,0.0,0.0
PRV54045,No,0,3,3,,,,,80.0,240.0,0.0,0.0
PRV54046,No,0,1,1,,,,,0.0,0.0,0.0,0.0
PRV54048,No,0,4,4,,,,,207.5,830.0,0.0,0.0
PRV54049,No,0,132,132,,,,,262.1212121212121,34600.0,2.5,330.0
PRV54050,No,0,1,1,,,,,500.0,500.0,0.0,0.0
PRV54051,No,5,0,5,7600.0,38000.0,1068.0,5340.0,,,,
PRV54052,No,6,0,6,12500.0,75000.0,1068.0,6408.0,,,,
PRV54053,No,0,1,1,,,,,10.0,10.0,0.0,0.0
PRV54054,No,1,0,1,5000.0,5000.0,1068.0,1068.0,,,,
PRV54055,No,25,0,25,8560.0,214000.0,1068.0,25632.0,,,,
PRV54056,Yes,21,0,21,9380.952380952382,197000.0,1068.0,20292.0,,,,
PRV54057,No,0,1,1,,,,,0.0,0.0,0.0,0.0
PRV54058,No,35,0,35,8114.285714285715,284000.0,1068.0,37380.0,,,,
PRV54059,No,18,0,18,9555.555555555555,172000.0,1068.0,19224.0,,,,
PRV54060,No,16,0,16,10250.0,164000.0,1068.0,17088.0,,,,
PRV54061,No,4,7,11,7500.0,30000.0,1068.0,4272.0,67.14285714285714,470.0,1.4285714285714286,10.0
PRV54062,No,2,9,11,7500.0,15000.0,1068.0,2136.0,303.3333333333333,2730.0,5.555555555555555,50.0
PRV54063,No,1,16,17,3000.0,3000.0,1068.0,1068.0,351.25,5620.0,3.125,50.0
PRV54064,No,16,106,122,11187.5,179000.0,1068.0,17088.0,407.54716981132077,43200.0,7.6415094339622645,810.0
PRV54065,Yes,24,70,94,9916.666666666666,238000.0,1068.0,25632.0,266.0,18620.0,1.5714285714285714,110.0
PRV54066,No,0,148,148,,,,,281.8243243243243,41710.0,4.864864864864865,720.0
PRV54068,No,0,7,7,,,,,81.42857142857143,570.0,0.0,0.0
PRV54070,Yes,0,1467,1467,,,,,268.56850715746424,393990.0,2.576687116564417,3780.0
PRV54071,No,8,428,436,9750.0,78000.0,1068.0,8544.0,352.85046728971963,151020.0,2.196261682242991,940.0
PRV54072,No,6,24,30,16500.0,99000.0,1068.0,6408.0,276.6666666666667,6640.0,0.0,0.0
PRV54073,No,7,37,44,14285.714285714286,100000.0,1068.0,7476.0,442.97297297297297,16390.0,3.7837837837837838,140.0
PRV54074,Yes,23,90,113,13869.565217391304,319000.0,1068.0,23496.0,265.44444444444446,23890.0,3.5555555555555554,320.0
PRV54075,Yes,32,1487,1519,8937.5,286000.0,1068.0,33108.0,276.7451244115669,411520.0,3.133826496301278,4660.0
PRV54076,No,9,43,52,8666.666666666666,78000.0,1068.0,9612.0,324.8837209302326,13970.0,3.255813953488372,140.0
PRV54077,Yes,52,24,76,10019.23076923077,521000.0,1068.0,53400.0,680.0,16320.0,0.0,0.0
PRV54078,No,20,99,119,9650.0,193000.0,1068.0,20292.0,215.95959595959596,21380.0,5.353535353535354,530.0
PRV54080,No,0,573,573,,,,,307.80104712041884,176370.0,2.181500872600349,1250.0
PRV54081,No,11,3,14,12272.727272727272,135000.0,1068.0,11748.0,66.66666666666667,200.0,0.0,0.0
PRV54082,No,5,6,11,7000.0,35000.0,1068.0,5340.0,75.0,450.0,0.0,0.0
PRV54083,No,8,271,279,7500.0,60000.0,1068.0,8544.0,272.2509225092251,73780.0,3.025830258302583,820.0
PRV54084,No,8,41,49,9125.0,73000.0,1068.0,8544.0,227.0731707317073,9310.0,2.926829268292683,120.0
PRV54085,No,58,176,234,9517.241379310344,552000.0,1068.0,61944.0,284.71590909090907,50110.0,3.1818181818181817,560.0
PRV54086,No,0,66,66,,,,,190.15151515151516,12550.0,4.242424242424242,280.0
PRV54089,No,7,34,41,10857.142857142857,76000.0,1068.0,7476.0,447.94117647058823,15230.0,8.235294117647058,280.0
PRV54090,No,32,158,190,8781.25,281000.0,1068.0,34176.0,251.51898734177215,39740.0,3.7974683544303796,600.0
PRV54091,No,0,112,112,,,,,203.75,22820.0,1.1607142857142858,130.0
PRV54092,No,0,481,481,,,,,294.28274428274426,141550.0,3.6590436590436592,1760.0
PRV54093,Yes,41,48,89,12236.585365853658,501700.0,1068.0,42720.0,276.6666666666667,13280.0,3.75,180.0
PRV54096,No,0,7,7,,,,,131.42857142857142,920.0,0.0,0.0
PRV54098,Yes,9,247,256,6342.222222222223,57080.0,1068.0,8544.0,256.3562753036437,63320.0,2.0242914979757085,500.0
PRV54099,No,14,203,217,10285.714285714286,144000.0,1068.0,14952.0,216.0591133004926,43860.0,3.103448275862069,630.0
PRV54101,No,11,18,29,5454.545454545455,60000.0,1068.0,11748.0,321.6666666666667,5790.0,0.0,0.0
PRV54102,No,9,14,23,9777.777777777777,88000.0,1068.0,8544.0,908.5714285714286,12720.0,3.5714285714285716,50.0
PRV54103,Yes,8,179,187,7250.0,58000.0,1068.0,8544.0,262.1787709497207,46930.0,1.6201117318435754,290.0
PRV54106,No,5,34,39,12400.0,62000.0,1068.0,5340.0,232.64705882352942,7910.0,4.117647058823529,140.0
PRV54107,No,0,147,147,,,,,299.86394557823127,44080.0,1.4965986394557824,220.0
PRV54109,No,0,16,16,,,,,309.375,4950.0,1.875,30.0
PRV54110,No,0,7,7,,,,,64.28571428571429,450.0,2.857142857142857,20.0
PRV54111,Yes,54,195,249,10148.148148148148,548000.0,1068.0,57672.0,215.3846153846154,42000.0,2.717948717948718,530.0
PRV54112,No,0,31,31,,,,,212.58064516129033,6590.0,1.2903225806451613,40.0
PRV54113,No,0,1,1,,,,,60.0,60.0,0.0,0.0
PRV54114,No,3,8,11,6666.666666666667,20000.0,1068.0,3204.0,348.75,2790.0,17.5,140.0
PRV54115,No,0,4,4,,,,,42.5,170.0,0.0,0.0
PRV54116,No,0,16,16,,,,,80.0,1280.0,0.625,10.0
PRV54117,No,0,6,6,,,,,53.333333333333336,320.0,0.0,0.0
PRV54118,No,0,8,8,,,,,58.75,470.0,12.5,100.0
PRV54119,No,0,14,14,,,,,141.42857142857142,1980.0,4.285714285714286,60.0
PRV54120,No,0,2,2,,,,,500.0,1000.0,0.0,0.0
PRV54121,No,0,48,48,,,,,320.2083333333333,15370.0,2.9166666666666665,140.0
PRV54122,No,0,4,4,,,,,127.5,510.0,0.0,0.0
PRV54123,No,0,2,2,,,,,55.0,110.0,30.0,60.0
PRV54124,No,0,5,5,,,,,140.0,700.0,0.0,0.0
PRV54125,No,0,11,11,,,,,652.7272727272727,7180.0,0.0,0.0
PRV54127,No,0,28,28,,,,,325.0,9100.0,0.0,0.0
PRV54128,No,0,27,27,,,,,386.6666666666667,10440.0,0.0,0.0
PRV54129,No,0,5,5,,,,,624.0,3120.0,0.0,0.0
PRV54130,No,0,64,64,,,,,143.90625,9210.0,3.4375,220.0
PRV54131,No,0,24,24,,,,,167.08333333333334,4010.0,0.4166666666666667,10.0
PRV54132,No,0,5,5,,,,,106.0,530.0,0.0,0.0
PRV54133,No,0,25,25,,,,,142.4,3560.0,0.0,0.0
PRV54134,No,2,42,44,5000.0,10000.0,1068.0,2136.0,410.7142857142857,17250.0,1.6666666666666667,70.0
PRV54135,No,0,3,3,,,,,86.66666666666667,260.0,0.0,0.0
PRV54136,No,0,30,30,,,,,252.33333333333334,7570.0,4.0,120.0
PRV54139,No,5,94,99,7800.0,39000.0,1068.0,5340.0,239.14893617021278,22480.0,1.9148936170212767,180.0
PRV54140,No,0,6,6,,,,,38.333333333333336,230.0,0.0,0.0
PRV54141,No,0,31,31,,,,,293.5483870967742,9100.0,0.3225806451612903,10.0
PRV54142,No,0,28,28,,,,,355.0,9940.0,3.5714285714285716,100.0
PRV54144,Yes,0,294,294,,,,,248.74149659863946,73130.0,2.82312925170068,830.0
PRV54145,No,0,6,6,,,,,1053.3333333333333,6320.0,3.3333333333333335,20.0
PRV54146,No,0,5,5,,,,,48.0,240.0,0.0,0.0
PRV54148,No,0,1,1,,,,,90.0,90.0,0.0,0.0
PRV54149,Yes,5,11,16,6400.0,32000.0,1068.0,5340.0,245.45454545454547,2700.0,0.0,0.0
PRV54150,No,0,25,25,,,,,440.8,11020.0,6.8,170.0
PRV54153,No,3,11,14,13333.333333333334,40000.0,1068.0,3204.0,128.1818181818182,1410.0,0.0,0.0
PRV54154,No,0,12,12,,,,,136.66666666666666,1640.0,0.0,0.0
PRV54155,No,1,50,51,13000.0,13000.0,1068.0,1068.0,228.8,11440.0,4.4,220.0
PRV54156,No,0,121,121,,,,,251.900826446281,30480.0,1.9008264462809918,230.0
PRV54157,No,0,130,130,,,,,215.23076923076923,27980.0,1.3846153846153846,180.0
PRV54158,No,0,9,9,,,,,262.22222222222223,2360.0,0.0,0.0
PRV54159,No,0,34,34,,,,,423.52941176470586,14400.0,2.9411764705882355,100.0
PRV54160,No,0,9,9,,,,,485.55555555555554,4370.0,0.0,0.0
PRV54162,No,0,32,32,,,,,255.0,8160.0,1.25,40.0
PRV54163,No,0,41,41,,,,,215.1219512195122,8820.0,3.1707317073170733,130.0
PRV54164,No,1,1,2,4000.0,4000.0,1068.0,1068.0,100.0,100.0,0.0,0.0
PRV54166,No,0,20,20,,,,,325.0,6500.0,0.0,0.0
PRV54167,No,0,9,9,,,,,204.44444444444446,1840.0,11.11111111111111,100.0
PRV54168,No,1,66,67,7000.0,7000.0,1068.0,1068.0,414.3939393939394,27350.0,5.303030303030303,350.0
PRV54171,No,0,72,72,,,,,288.05555555555554,20740.0,4.583333333333333,330.0
PRV54172,No,0,2,2,,,,,70.0,140.0,0.0,0.0
PRV54173,No,0,7,7,,,,,91.42857142857143,640.0,0.0,0.0
PRV54175,No,0,1,1,,,,,80.0,80.0,0.0,0.0
PRV54176,No,0,10,10,,,,,167.0,1670.0,0.0,0.0
PRV54177,No,0,2,2,,,,,550.0,1100.0,0.0,0.0
PRV54178,No,0,2,2,,,,,45.0,90.0,0.0,0.0
PRV54179,No,0,1,1,,,,,0.0,0.0,0.0,0.0
PRV54180,No,0,2,2,,,,,75.0,150.0,0.0,0.0
PRV54181,No,0,4,4,,,,,47.5,190.0,0.0,0.0
PRV54182,No,0,4,4,,,,,437.5,1750.0,0.0,0.0
PRV54183,No,0,2,2,,,,,2200.0,4400.0,0.0,0.0
PRV54184,No,0,10,10,,,,,356.0,3560.0,0.0,0.0
PRV54185,No,0,2,2,,,,,175.0,350.0,0.0,0.0
PRV54186,No,0,11,11,,,,,157.27272727272728,1730.0,0.0,0.0
PRV54187,No,0,1,1,,,,,200.0,200.0,0.0,0.0
PRV54188,No,0,4,4,,,,,765.0,3060.0,0.0,0.0
PRV54191,No,0,2,2,,,,,180.0,360.0,0.0,0.0
PRV54192,No,0,2,2,,,,,445.0,890.0,0.0,0.0
PRV54193,No,0,24,24,,,,,167.91666666666666,4030.0,0.0,0.0
PRV54194,No,0,7,7,,,,,518.5714285714286,3630.0,0.0,0.0
PRV54196,No,0,10,10,,,,,432.0,4320.0,0.0,0.0
PRV54197,No,0,14,14,,,,,60.714285714285715,850.0,0.0,0.0
PRV54198,No,0,6,6,,,,,81.66666666666667,490.0,0.0,0.0
PRV54199,No,0,1,1,,,,,40.0,40.0,0.0,0.0
PRV54200,No,13,0,13,13314.615384615385,173090.0,1068.0,13884.0,,,,
PRV54201,No,4,0,4,4900.0,19600.0,1068.0,4272.0,,,,
PRV54202,No,10,0,10,13700.0,137000.0,1068.0,9612.0,,,,
PRV54203,No,0,51,51,,,,,253.52941176470588,12930.0,3.1372549019607843,160.0
PRV54204,No,4,0,4,15550.0,62200.0,1068.0,4272.0,,,,
PRV54205,No,9,0,9,7222.222222222223,65000.0,1068.0,9612.0,,,,
PRV54206,No,1,43,44,10000.0,10000.0,1068.0,1068.0,265.1162790697674,11400.0,1.1627906976744187,50.0
PRV54207,No,0,41,41,,,,,169.5121951219512,6950.0,2.4390243902439024,100.0
PRV54208,No,10,17,27,10930.0,109300.0,1068.0,10680.0,285.88235294117646,4860.0,0.0,0.0
PRV54209,Yes,20,131,151,7330.0,146600.0,1068.0,21360.0,246.5648854961832,32300.0,3.5877862595419847,470.0
PRV54210,No,0,20,20,,,,,230.5,4610.0,5.0,100.0
PRV54212,No,0,54,54,,,,,220.74074074074073,11920.0,0.0,0.0
PRV54213,No,21,46,67,7619.047619047619,160000.0,1068.0,22428.0,202.6086956521739,9320.0,1.9565217391304348,90.0
PRV54215,No,14,17,31,10142.857142857143,142000.0,1068.0,12816.0,139.41176470588235,2370.0,3.5294117647058822,60.0
PRV54216,No,10,39,49,15000.0,150000.0,1068.0,10680.0,342.05128205128204,13340.0,0.0,0.0
PRV54217,No,0,30,30,,,,,175.33333333333334,5260.0,3.3333333333333335,100.0
PRV54219,No,0,101,101,,,,,185.44554455445544,18730.0,0.8910891089108911,90.0
PRV54220,No,8,24,32,20625.0,165000.0,1068.0,7476.0,839.1666666666666,20140.0,0.0,0.0
PRV54222,No,0,19,19,,,,,164.73684210526315,3130.0,0.0,0.0
PRV54223,No,0,74,74,,,,,222.7027027027027,16480.0,2.1621621621621623,160.0
PRV54224,No,0,43,43,,,,,359.5348837209302,15460.0,0.6976744186046512,30.0
PRV54225,Yes,0,104,104,,,,,515.5769230769231,53620.0,5.096153846153846,530.0
PRV54226,No,0,13,13,,,,,58.46153846153846,760.0,0.0,0.0
PRV54227,No,0,53,53,,,,,143.96226415094338,7630.0,0.5660377358490566,30.0
PRV54228,No,41,311,352,7414.634146341464,304000.0,1068.0,42720.0,327.9742765273312,102000.0,1.4790996784565917,460.0
PRV54230,Yes,44,82,126,8886.363636363636,391000.0,1068.0,46992.0,215.2439024390244,17650.0,5.975609756097561,490.0
PRV54231,No,0,190,190,,,,,357.2631578947368,67880.0,1.736842105263158,330.0
