Provider,PotentialFraud
PRV54888,NO
PRV54889,NO
PRV54890,NO
PRV54891,NO
PRV54892,NO
PRV54893,NO
PRV54894,YES
PRV54895,YES
PRV54896,YES
PRV54898,NO
PRV54900,NO
PRV54901,NO
PRV54902,NO
PRV54903,NO
PRV54904,NO
PRV54905,NO
PRV54906,NO
PRV54907,NO
PRV54908,NO
PRV54909,NO
PRV54910,NO
PRV54911,NO
PRV54914,NO
PRV54916,NO
PRV54917,NO
PRV54918,YES
PRV54919,NO
PRV54923,NO
PRV54924,NO
PRV54925,YES
PRV54926,NO
PRV54927,NO
PRV54929,YES
PRV54930,NO
PRV54931,YES
PRV54932,NO
PRV54933,YES
PRV54934,NO
PRV54935,NO
PRV54936,YES
PRV54937,NO
PRV54938,NO
PRV54939,YES
PRV54941,NO
PRV54942,YES
PRV54943,NO
PRV54944,NO
PRV54945,NO
PRV54946,NO
PRV54947,NO
PRV54949,NO
PRV54950,YES
PRV54952,YES
PRV54953,NO
PRV54954,NO
PRV54955,YES
PRV54959,NO
PRV54960,NO
PRV54963,NO
PRV54965,NO
PRV54966,YES
PRV54967,NO
PRV54968,NO
PRV54970,NO
PRV54971,NO
PRV54972,NO
PRV54973,NO
PRV54975,NO
PRV54976,NO
PRV54977,NO
PRV54978,NO
PRV54981,NO
PRV54982,NO
PRV54983,NO
PRV54985,NO
PRV54986,YES
PRV54988,NO
PRV54990,NO
PRV54991,NO
PRV54992,NO
PRV54993,NO
PRV54995,NO
PRV54997,NO
PRV54998,YES
PRV54999,NO
PRV55000,NO
PRV55001,NO
PRV55002,NO
PRV55003,NO
PRV55004,YES
PRV55005,NO
PRV55006,NO
PRV55007,NO
PRV55010,YES
PRV55011,NO
PRV55012,NO
PRV55013,NO
PRV55016,NO
PRV55018,YES
PRV55019,YES
PRV55022,YES
PRV55023,NO
PRV55024,NO
PRV55026,NO
PRV55027,YES
PRV55028,NO
PRV55029,NO
PRV55030,YES
PRV55031,NO
PRV55032,NO
PRV55034,YES
PRV55035,NO
PRV55036,NO
PRV55037,NO
PRV55038,NO
PRV55039,YES
PRV55040,NO
PRV55041,NO
PRV55042,NO
PRV55043,NO
PRV55044,NO
PRV55045,NO
PRV55048,YES
PRV55049,YES
PRV55050,NO
PRV55051,NO
PRV55052,NO
PRV55053,NO
PRV55054,NO
PRV55056,NO
PRV55057,YES
PRV55058,NO
PRV55059,NO
PRV55061,NO
PRV55062,NO
PRV55063,NO
PRV55064,NO
PRV55067,NO
PRV55068,NO
PRV55069,NO
PRV55070,NO
PRV55071,NO
PRV55072,NO
PRV55073,NO
PRV55074,NO
PRV55076,NO
PRV55077,NO
PRV55078,NO
PRV55079,NO
PRV55080,NO
PRV55081,NO
PRV55083,NO
PRV55085,NO
PRV55086,NO
PRV55087,NO
PRV55088,NO
PRV55089,NO
PRV55091,NO
PRV55092,NO
PRV55093,NO
PRV55094,NO
PRV55095,NO
PRV55096,NO
PRV55097,NO
PRV55098,NO
PRV55099,NO
PRV55103,NO
PRV55104,NO
PRV55106,NO
PRV55108,NO
PRV55110,NO
PRV55111,NO
PRV55112,NO
PRV55114,NO
PRV55116,NO
PRV55117,NO
PRV55118,NO
PRV55120,NO
PRV55121,NO
PRV55122,NO
PRV55123,NO
PRV55124,NO
PRV55126,NO
PRV55128,NO
PRV55129,NO
PRV55130,NO
PRV55131,NO
PRV55132,NO
PRV55133,NO
PRV55134,NO
PRV55135,NO
PRV55136,NO
PRV55137,NO
PRV55138,NO
PRV55140,NO
PRV55141,NO
PRV55143,NO
PRV55144,NO
PRV55145,NO
PRV55146,NO
PRV55147,YES
PRV55148,NO
PRV55149,NO
PRV55150,NO
PRV55151,NO
PRV55152,NO
PRV55154,NO
PRV55155,NO
PRV55156,NO
PRV55157,NO
PRV55158,NO
PRV55160,NO
PRV55161,NO
PRV55163,YES
PRV55164,NO
PRV55165,YES
PRV55166,NO
PRV55167,NO
PRV55168,NO
PRV55169,NO
PRV55171,YES
PRV55172,YES
PRV55173,NO
PRV55175,NO
PRV55176,NO
PRV55177,NO
PRV55178,NO
PRV55179,NO
PRV55180,NO
PRV55181,NO
PRV55182,NO
PRV55183,NO
PRV55184,NO
PRV55185,NO
PRV55187,NO
PRV55188,NO
PRV55189,NO
PRV55191,NO
PRV55192,NO
PRV55193,YES
PRV55194,YES
PRV55195,YES
PRV55196,NO
PRV55197,NO
PRV55198,NO
PRV55200,NO
PRV55202,NO
PRV55203,NO
PRV55205,NO
PRV55206,NO
PRV55207,NO
PRV55208,NO
PRV55209,YES
PRV55210,NO
PRV55211,NO
PRV55213,NO
PRV55214,NO
PRV55215,YES
PRV55216,NO
PRV55218,NO
PRV55219,NO
PRV55220,NO
PRV55224,NO
PRV55225,YES
PRV55226,NO
PRV55227,NO
PRV55229,NO
PRV55230,YES
PRV55231,NO
PRV55232,NO
PRV55233,NO
PRV55234,NO
PRV55235,NO
PRV55236,NO
PRV55237,NO
PRV55238,NO
PRV55239,NO
PRV55240,NO
PRV55242,NO
PRV55243,NO
PRV55244,NO
PRV55246,NO
PRV55247,NO
PRV55248,NO
PRV55250,YES
PRV55252,NO
PRV55254,NO
PRV55255,NO
PRV55256,NO
PRV55257,NO
PRV55258,NO
PRV55259,NO
PRV55260,NO
PRV55261,NO
PRV55262,NO
PRV55263,NO
PRV55264,NO
PRV55265,NO
PRV55266,YES
PRV55267,NO
PRV55268,NO
PRV55269,NO
PRV55270,NO
PRV55271,NO
PRV55272,NO
PRV55273,NO
PRV55274,NO
PRV55275,NO
PRV55276,NO
PRV55277,NO
PRV55278,NO
PRV55279,NO
PRV55281,NO
PRV55283,NO
PRV55285,NO
PRV55286,NO
PRV55289,NO
PRV55291,NO
PRV55292,NO
PRV55293,NO
PRV55295,NO
PRV55296,NO
PRV55297,NO
PRV55298,NO
PRV55299,NO
PRV55300,NO
PRV55302,NO
PRV55304,NO
PRV55305,NO
PRV55306,NO
PRV55307,NO
PRV55309,NO
PRV55312,NO
PRV55313,NO
PRV55314,NO
PRV55316,NO
PRV55318,NO
PRV55319,NO
PRV55320,NO
PRV55322,NO
PRV55323,NO
PRV55324,NO
PRV55325,NO
PRV55326,NO
PRV55329,NO
PRV55330,NO
PRV55331,NO
PRV55333,NO
PRV55335,NO
PRV55337,NO
PRV55338,NO
PRV55339,NO
PRV55340,NO
PRV55341,NO
PRV55342,NO
PRV55343,NO
PRV55344,NO
PRV55345,NO
PRV55348,NO
PRV55350,NO
PRV55351,NO
PRV55352,NO
PRV55353,NO
PRV55354,NO
PRV55355,NO
PRV55356,NO
PRV55357,NO
PRV55358,NO
PRV55359,NO
PRV55360,NO
PRV55361,NO
PRV55362,NO
PRV55363,NO
PRV55364,NO
PRV55365,NO
PRV55366,NO
PRV55368,NO
PRV55371,NO
PRV55372,NO
PRV55374,YES
PRV55375,YES
PRV55376,NO
PRV55377,NO
PRV55378,NO
PRV55379,NO
PRV55381,NO
PRV55382,NO
PRV55383,NO
PRV55384,NO
PRV55385,NO
PRV55386,NO
PRV55387,NO
PRV55388,NO
PRV55390,NO
PRV55392,NO
PRV55395,NO
PRV55396,NO
PRV55397,NO
PRV55398,NO
PRV55399,NO
PRV55400,NO
PRV55401,NO
PRV55402,NO
PRV55404,NO
PRV55405,NO
PRV55408,NO
PRV55409,NO
PRV55410,NO
PRV55411,NO
PRV55412,NO
PRV55413,NO
PRV55414,NO
PRV55416,NO
PRV55417,NO
PRV55418,NO
PRV55419,NO
PRV55423,NO
PRV55424,NO
PRV55425,NO
PRV55426,NO
PRV55427,NO
PRV55428,NO
PRV55430,YES
PRV55431,NO
PRV55432,NO
PRV55433,YES
PRV55434,NO
PRV55435,YES
PRV55436,NO
PRV55437,YES
PRV55438,NO
PRV55439,NO
PRV55441,NO
PRV55442,NO
PRV55443,NO
PRV55444,YES
PRV55445,NO
PRV55446,NO
PRV55447,NO
PRV55448,NO
PRV55449,NO
PRV55450,NO
PRV55451,NO
PRV55452,NO
PRV55453,YES
PRV55454,NO
PRV55455,NO
PRV55456,NO
PRV55458,NO
PRV55459,NO
PRV55460,NO
PRV55462,YES
PRV55463,NO
PRV55464,NO
PRV55465,NO
PRV55467,YES
PRV55468,NO
PRV55469,NO
PRV55470,NO
PRV55471,NO
PRV55472,YES
PRV55473,NO
PRV55474,NO
PRV55475,NO
PRV55477,NO
PRV55479,NO
PRV55480,NO
PRV55481,NO
PRV55482,YES
PRV55483,YES
PRV55486,NO
PRV55487,NO
PRV55489,NO
PRV55490,NO
PRV55491,NO
PRV55492,YES
PRV55493,NO
PRV55494,NO
PRV55495,YES
PRV55496,YES
PRV55497,NO
PRV55498,NO
PRV55499,NO
PRV55500,NO
PRV55501,NO
PRV55503,NO
PRV55505,NO
PRV55506,YES
PRV55507,NO
PRV55508,NO
PRV55509,YES
PRV55510,NO
PRV55511,NO
PRV55512,NO
PRV55513,NO
PRV55514,YES
PRV55515,NO
PRV55516,NO
PRV55518,NO
PRV55519,YES
PRV55520,NO
PRV55521,NO
PRV55522,NO
PRV55523,NO
PRV55525,NO
PRV55527,NO
PRV55528,NO
PRV55530,NO
PRV55531,YES
PRV55534,NO
PRV55535,NO
PRV55536,NO
PRV55537,NO
PRV55538,NO
PRV55539,NO
PRV55540,NO
PRV55541,NO
PRV55543,NO
PRV55547,NO
PRV55548,NO
PRV55549,NO
PRV55550,YES
PRV55551,NO
PRV55552,NO
PRV55554,NO
PRV55555,NO
PRV55556,NO
PRV55557,NO
PRV55558,NO
PRV55560,NO
PRV55561,NO
PRV55562,NO
PRV55563,NO
PRV55564,NO
PRV55565,NO
PRV55566,NO
PRV55567,NO
PRV55569,NO
PRV55570,NO
PRV55571,NO
PRV55572,NO
PRV55573,NO
PRV55574,NO
PRV55575,NO
PRV55576,NO
PRV55577,NO
PRV55578,NO
PRV55579,NO
PRV55580,NO
PRV55581,NO
PRV55582,NO
PRV55583,NO
PRV55584,NO
PRV55585,NO
PRV55586,NO
PRV55587,NO
PRV55588,NO
PRV55589,NO
PRV55590,NO
PRV55591,NO
PRV55592,NO
PRV55593,NO
PRV55595,NO
PRV55596,NO
PRV55598,NO
PRV55599,NO
PRV55600,NO
PRV55601,NO
PRV55602,NO
PRV55603,NO
PRV55604,NO
PRV55606,NO
PRV55607,NO
PRV55608,NO
PRV55609,NO
PRV55610,NO
PRV55612,NO
PRV55613,NO
PRV55614,NO
PRV55615,NO
PRV55617,NO
PRV55618,NO
PRV55619,NO
PRV55620,NO
PRV55621,NO
PRV55622,NO
PRV55623,NO
PRV55624,NO
PRV55625,NO
PRV55626,NO
PRV55627,NO
PRV55631,NO
PRV55632,NO
PRV55633,NO
PRV55634,NO
PRV55635,NO
PRV55637,NO
PRV55638,NO
PRV55639,NO
PRV55640,NO
PRV55641,NO
PRV55642,NO
PRV55644,NO
PRV55646,NO
PRV55648,NO
PRV55649,NO
PRV55650,NO
PRV55652,NO
PRV55653,NO
PRV55654,NO
PRV55655,NO
PRV55656,NO
PRV55657,NO
PRV55658,NO
PRV55659,YES
PRV55660,NO
PRV55661,NO
PRV55662,NO
PRV55663,NO
PRV55664,NO
PRV55665,NO
PRV55666,NO
PRV55667,YES
PRV55668,NO
PRV55670,YES
PRV55671,NO
PRV55673,YES
PRV55674,NO
PRV55675,NO
PRV55676,YES
PRV55677,NO
PRV55678,NO
PRV55679,NO
PRV55680,NO
PRV55682,NO
PRV55683,NO
PRV55684,NO
PRV55687,NO
PRV55688,NO
PRV55689,YES
PRV55690,NO
PRV55691,NO
PRV55692,NO
PRV55695,NO
PRV55697,NO
PRV55699,NO
PRV55700,NO
PRV55701,NO
PRV55702,NO
PRV55703,NO
PRV55704,NO
PRV55705,NO
PRV55706,NO
PRV55707,NO
PRV55709,NO
PRV55710,NO
PRV55711,NO
PRV55712,NO
PRV55714,NO
PRV55715,YES
PRV55716,NO
PRV55717,NO
PRV55719,NO
PRV55720,NO
PRV55721,NO
PRV55723,NO
PRV55724,NO
PRV55726,NO
PRV55727,NO
PRV55728,NO
PRV55729,NO
PRV55731,NO
PRV55732,NO
PRV55733,NO
PRV55734,NO
PRV55735,NO
PRV55736,NO
PRV55737,NO
PRV55739,NO
PRV55740,NO
PRV55741,NO
PRV55742,NO
PRV55743,NO
PRV55744,NO
PRV55745,NO
PRV55748,NO
PRV55749,NO
PRV55750,NO
PRV55751,NO
PRV55752,NO
PRV55753,NO
PRV55754,NO
PRV55755,NO
PRV55759,NO
PRV55760,NO
PRV55761,NO
PRV55762,NO
PRV55763,NO
PRV55764,NO
PRV55765,NO
PRV55766,NO
PRV55767,NO
PRV55768,NO
PRV55769,NO
PRV55770,NO
PRV55771,NO
PRV55772,NO
PRV55774,NO
PRV55775,NO
PRV55776,NO
PRV55777,NO
PRV55778,NO
PRV55779,NO
PRV55780,NO
PRV55782,NO
PRV55783,NO
PRV55785,NO
PRV55786,NO
PRV55787,NO
PRV55788,NO
PRV55789,NO
PRV55790,NO
PRV55791,NO
PRV55792,NO
PRV55793,NO
PRV55794,NO
PRV55795,NO
PRV55796,NO
PRV55797,NO
PRV55798,NO
PRV55800,NO
PRV55801,NO
PRV55802,NO
PRV55803,NO
PRV55804,NO
PRV55805,NO
PRV55806,NO
PRV55807,NO
PRV55808,NO
PRV55809,NO
PRV55810,NO
PRV55811,NO
PRV55812,YES
PRV55813,NO
PRV55814,NO
PRV55815,NO
PRV55816,NO
PRV55817,NO
PRV55818,NO
PRV55819,NO
PRV55820,NO
PRV55821,YES
PRV55822,NO
PRV55826,NO
PRV55828,NO
PRV55830,NO
PRV55831,NO
PRV55832,NO
PRV55833,NO
PRV55834,NO
PRV55835,YES
PRV55836,NO
PRV55837,NO
PRV55839,NO
PRV55842,YES
PRV55843,NO
PRV55846,NO
PRV55847,NO
PRV55848,NO
PRV55849,YES
PRV55850,NO
PRV55851,NO
PRV55852,YES
PRV55854,NO
PRV55855,NO
PRV55856,NO
PRV55858,NO
PRV55859,NO
PRV55862,NO
PRV55863,NO
PRV55864,NO
PRV55865,NO
PRV55866,NO
PRV55867,NO
PRV55868,NO
PRV55869,NO
PRV55870,NO
PRV55871,NO
PRV55872,NO
PRV55873,NO
PRV55874,NO
PRV55875,NO
PRV55876,NO
PRV55877,NO
PRV55879,NO
PRV55880,NO
PRV55881,NO
PRV55882,NO
PRV55883,NO
PRV55884,NO
PRV55885,NO
PRV55886,NO
PRV55887,NO
PRV55891,NO
PRV55892,NO
PRV55893,YES
PRV55895,YES
PRV55896,YES
PRV55897,YES
PRV55898,NO
PRV55900,NO
PRV55901,NO
PRV55902,NO
PRV55903,NO
PRV55904,NO
PRV55905,YES
PRV55906,NO
PRV55907,NO
PRV55908,NO
PRV55909,NO
PRV55910,NO
PRV55911,YES
PRV55912,YES
PRV55913,YES
PRV55914,YES
PRV55915,NO
PRV55916,NO
PRV55917,NO
PRV55918,NO
PRV55919,NO
PRV55920,NO
PRV55921,NO
PRV55925,NO
PRV55926,NO
PRV55927,NO
PRV55928,NO
PRV55929,NO
PRV55930,NO
PRV55931,NO
PRV55933,NO
PRV55934,YES
PRV55935,NO
PRV55936,NO
PRV55937,NO
PRV55938,NO
PRV55939,NO
PRV55940,NO
PRV55941,NO
PRV55942,NO
PRV55943,NO
PRV55944,NO
PRV55945,NO
PRV55946,NO
PRV55948,NO
PRV55950,NO
PRV55951,YES
PRV55953,NO
PRV55955,NO
PRV55956,NO
PRV55957,YES
PRV55958,NO
PRV55959,YES
PRV55963,NO
PRV55964,NO
PRV55965,NO
PRV55966,NO
PRV55968,NO
PRV55969,NO
PRV55970,NO
PRV55971,YES
PRV55972,NO
PRV55974,NO
PRV55977,YES
PRV55978,NO
PRV55980,NO
PRV55981,NO
PRV55982,NO
PRV55983,NO
PRV55984,NO
PRV55985,NO
PRV55986,NO
PRV55989,NO
PRV55990,NO
PRV55991,NO
PRV55993,NO
PRV55995,NO
PRV55996,YES
PRV55997,NO
PRV55999,NO
PRV56001,NO
PRV56002,NO
PRV56003,NO
PRV56004,NO
PRV56005,NO
PRV56006,NO
PRV56007,YES
PRV56008,YES
PRV56010,NO
PRV56011,YES
PRV56012,YES
PRV56013,NO
PRV56014,NO
PRV56015,NO
PRV56016,NO
PRV56017,NO
PRV56018,NO
PRV56019,NO
PRV56020,NO
PRV56021,NO
PRV56023,YES
PRV56025,NO
PRV56026,NO
PRV56027,NO
PRV56028,NO
PRV56029,NO
PRV56030,NO
PRV56031,NO
PRV56032,NO
PRV56033,NO
PRV56034,NO
PRV56036,NO
PRV56037,NO
PRV56038,NO
PRV56039,NO
PRV56040,NO
PRV56041,NO
PRV56044,NO
PRV56045,NO
PRV56046,NO
PRV56047,NO
PRV56048,NO
PRV56049,NO
PRV56050,NO
PRV56051,NO
PRV56052,NO
PRV56054,NO
PRV56055,NO
PRV56056,NO
PRV56057,NO
PRV56058,NO
PRV56060,NO
PRV56062,NO
PRV56063,NO
PRV56065,NO
PRV56066,NO
PRV56067,NO
PRV56068,NO
PRV56071,NO
PRV56072,NO
PRV56073,NO
PRV56075,NO
PRV56076,NO
PRV56077,NO
PRV56078,NO
PRV56080,NO
PRV56083,NO
PRV56084,NO
PRV56086,NO
PRV56087,NO
PRV56088,NO
PRV56089,NO
PRV56090,NO
PRV56091,NO
PRV56092,NO
PRV56093,NO
PRV56094,NO
PRV56095,NO
PRV56098,NO
PRV56099,NO
PRV56101,NO
PRV56102,NO
PRV56103,YES
PRV56104,YES
PRV56105,NO
PRV56106,NO
PRV56108,NO
PRV56109,NO
PRV56111,NO
PRV56113,NO
PRV56114,NO
PRV56115,NO
PRV56116,NO
PRV56117,NO
PRV56118,NO
PRV56119,NO
PRV56120,NO
PRV56121,NO
PRV56122,NO
PRV56123,NO
PRV56124,NO
PRV56125,NO
PRV56126,NO
PRV56129,NO
PRV56130,NO
PRV56131,NO
PRV56133,NO
PRV56134,YES
PRV56135,NO
PRV56136,NO
PRV56137,NO
PRV56138,NO
PRV56139,NO
PRV56140,NO
PRV56141,NO
PRV56142,NO
PRV56143,NO
PRV56145,NO
PRV56146,NO
PRV56147,NO
PRV56148,NO
PRV56149,NO
PRV56151,NO
PRV56152,NO
PRV56153,NO
PRV56154,NO
PRV56156,NO
PRV56157,NO
PRV56158,NO
PRV56159,NO
PRV56161,YES
PRV56163,NO
PRV56164,NO
PRV56165,NO
PRV56166,NO
PRV56168,NO
PRV56169,NO
PRV56170,NO
PRV56171,NO
PRV56172,NO
PRV56173,NO
PRV56174,NO
PRV56176,NO
PRV56177,NO
PRV56179,NO
PRV56181,NO
PRV56182,NO
PRV56183,NO
PRV56184,NO
PRV56185,NO
PRV56186,NO
PRV56187,NO
PRV56189,NO
PRV56190,NO
PRV56191,NO
PRV56193,NO
PRV56194,NO
PRV56196,NO
PRV56198,NO
PRV56199,NO
PRV56200,NO
PRV56201,NO
PRV56202,NO
PRV56206,NO
PRV56207,NO
PRV56208,NO
PRV56209,NO
PRV56210,NO
PRV56211,NO
PRV56212,NO
PRV56213,NO
PRV56214,NO
PRV56216,NO
PRV56217,NO
PRV56218,NO
PRV56219,NO
PRV56220,NO
PRV56221,NO
PRV56222,NO
PRV56224,NO
PRV56225,YES
PRV56227,NO
PRV56228,NO
PRV56229,NO
PRV56231,YES
PRV56232,NO
PRV56233,NO
PRV56234,NO
PRV56235,NO
PRV56236,NO
PRV56237,NO
PRV56238,NO
PRV56239,NO
PRV56241,NO
PRV56242,NO
PRV56243,NO
PRV56245,NO
PRV56247,NO
PRV56248,NO
PRV56249,YES
PRV56251,NO
PRV56252,NO
PRV56253,YES
PRV56255,NO
PRV56256,NO
PRV56257,YES
PRV56258,NO
PRV56259,YES
PRV56260,NO
PRV56261,NO
PRV56262,NO
PRV56263,NO
PRV56264,NO
PRV56265,NO
PRV56266,NO
PRV56267,NO
PRV56268,YES
PRV56269,NO
PRV56270,NO
PRV56271,NO
PRV56272,NO
PRV56274,NO
PRV56275,NO
PRV56276,NO
PRV56277,NO
PRV56278,NO
PRV56279,NO
PRV56280,NO
PRV56281,NO
PRV56282,NO
PRV56283,NO
PRV56284,NO
PRV56285,NO
PRV56286,NO
PRV56287,NO
PRV56288,NO
PRV56289,NO
PRV56290,NO
PRV56291,NO
PRV56293,NO
PRV56295,NO
PRV56297,NO
PRV56299,NO
PRV56300,NO
PRV56301,NO
PRV56302,NO
PRV56303,NO
PRV56304,NO
PRV56305,NO
PRV56306,NO
PRV56307,NO
PRV56308,NO
PRV56309,NO
PRV56310,NO
PRV56311,NO
PRV56313,NO
PRV56314,NO
PRV56316,NO
PRV56317,NO
PRV56318,NO
PRV56319,NO
PRV56321,NO
PRV56322,NO
PRV56324,NO
PRV56328,NO
PRV56329,NO
PRV56330,NO
PRV56331,NO
PRV56333,NO
PRV56334,NO
PRV56335,NO
PRV56336,NO
PRV56337,NO
PRV56338,NO
PRV56339,NO
PRV56340,NO
PRV56341,NO
PRV56342,NO
PRV56344,NO
PRV56345,NO
PRV56346,NO
PRV56347,NO
PRV56348,NO
PRV56349,NO
PRV56350,YES
PRV56351,NO
PRV56352,NO
PRV56353,NO
PRV56354,NO
PRV56355,NO
PRV56357,NO
PRV56358,NO
PRV56360,NO
PRV56361,YES
PRV56362,NO
PRV56363,NO
PRV56364,NO
PRV56366,NO
PRV56367,NO
PRV56368,NO
PRV56369,NO
PRV56370,NO
PRV56373,NO
PRV56374,NO
PRV56375,NO
PRV56376,NO
PRV56377,NO
PRV56378,NO
PRV56379,NO
PRV56380,NO
PRV56381,NO
PRV56384,NO
PRV56385,NO
PRV56387,NO
PRV56388,NO
PRV56389,NO
PRV56390,NO
PRV56391,NO
PRV56392,YES
PRV56393,NO
PRV56394,NO
PRV56395,NO
PRV56396,YES
PRV56397,NO
PRV56398,NO
PRV56400,YES
PRV56401,NO
PRV56403,YES
PRV56404,NO
PRV56405,NO
PRV56406,NO
PRV56407,NO
PRV56408,NO
PRV56410,NO
PRV56411,NO
PRV56412,NO
PRV56413,NO
PRV56414,NO
PRV56415,NO
PRV56416,YES
PRV56417,NO
PRV56418,NO
PRV56421,YES
PRV56423,NO
PRV56425,YES
PRV56426,NO
PRV56427,NO
PRV56428,YES
PRV56430,NO
PRV56432,NO
PRV56433,NO
PRV56435,YES
PRV56437,YES
PRV56438,YES
PRV56439,NO
PRV56440,NO
PRV56441,NO
PRV56442,YES
PRV56444,YES
PRV56445,NO
PRV56447,YES
PRV56448,NO
PRV56449,NO
PRV56451,NO
PRV56452,NO
PRV56453,NO
PRV56454,NO
PRV56455,NO
PRV56456,NO
PRV56458,NO
PRV56461,NO
PRV56463,NO
PRV56464,NO
PRV56466,NO
PRV56467,NO
PRV56468,NO
PRV56469,NO
PRV56470,NO
PRV56471,NO
PRV56473,NO
PRV56474,NO
PRV56475,NO
PRV56476,NO
PRV56477,NO
PRV56478,NO
PRV56479,NO
PRV56480,NO
PRV56481,YES
PRV56482,NO
PRV56483,NO
PRV56484,NO
PRV56485,NO
PRV56486,NO
PRV56487,NO
PRV56489,NO
PRV56490,NO
PRV56494,NO
PRV56495,NO
PRV56496,NO
PRV56497,NO
PRV56498,NO
PRV56500,NO
PRV56501,YES
PRV56502,NO
PRV56504,NO
PRV56507,NO
PRV56508,NO
PRV56509,NO
PRV56510,NO
PRV56511,NO
PRV56512,NO
PRV56514,NO
PRV56515,NO
PRV56517,NO
PRV56518,NO
PRV56519,NO
PRV56521,NO
PRV56522,NO
PRV56523,YES
PRV56524,NO
PRV56525,NO
PRV56526,NO
PRV56527,NO
PRV56528,NO
PRV56529,NO
PRV56530,NO
PRV56531,NO
PRV56533,NO
PRV56535,NO
PRV56536,NO
PRV56537,NO
PRV56538,NO
PRV56539,NO
PRV56540,NO
PRV56541,YES
PRV56543,NO
PRV56544,NO
PRV56545,NO
PRV56546,NO
PRV56547,NO
PRV56548,NO
PRV56549,NO
PRV56550,YES
PRV56551,NO
PRV56552,NO
PRV56553,NO
PRV56554,NO
PRV56555,NO
PRV56556,NO
PRV56557,NO
PRV56559,NO
PRV56560,YES
PRV56562,NO
PRV56563,NO
PRV56566,YES
PRV56568,NO
PRV56570,NO
PRV56571,NO
PRV56572,NO
PRV56574,NO
PRV56575,YES
PRV56576,NO
PRV56577,NO
PRV56578,NO
PRV56579,NO
PRV56580,NO
PRV56581,NO
PRV56582,NO
PRV56583,NO
PRV56584,NO
PRV56585,NO
PRV56586,NO
PRV56587,YES
PRV56588,YES
PRV56589,NO
PRV56590,NO
PRV56591,YES
PRV56592,YES
PRV56593,NO
PRV56594,NO
PRV56595,NO
PRV56596,NO
PRV56597,NO
PRV56598,NO
PRV56601,NO
PRV56602,NO
PRV56603,NO
PRV56604,NO
PRV56605,YES
PRV56606,NO
PRV56607,NO
PRV56608,YES
PRV56610,NO
PRV56611,NO
PRV56613,NO
PRV56614,NO
PRV56615,NO
PRV56616,YES
PRV56618,NO
PRV56621,NO
PRV56622,NO
PRV56624,YES
PRV56625,NO
PRV56626,NO
PRV56628,NO
PRV56630,YES
PRV56632,NO
PRV56633,NO
PRV56634,NO
PRV56635,NO
PRV56637,NO
PRV56638,NO
PRV56639,NO
PRV56640,NO
PRV56641,NO
PRV56642,NO
PRV56643,NO
PRV56645,NO
PRV56647,YES
PRV56648,NO
PRV56649,YES
PRV56651,NO
PRV56653,NO
PRV56654,NO
PRV56655,NO
PRV56656,NO
PRV56657,NO
PRV56658,NO
PRV56659,NO
PRV56660,NO
PRV56662,NO
PRV56663,NO
PRV56664,NO
PRV56667,NO
PRV56668,YES
PRV56669,YES
PRV56671,NO
PRV56672,NO
PRV56673,NO
PRV56674,NO
PRV56675,NO
PRV56677,NO
PRV56679,NO
PRV56680,NO
PRV56681,NO
PRV56682,NO
PRV56683,NO
PRV56684,NO
PRV56685,YES
PRV56686,NO
PRV56687,NO
PRV56688,NO
PRV56689,YES
PRV56691,NO
PRV56693,NO
PRV56694,NO
PRV56696,NO
PRV56697,NO
PRV56699,NO
PRV56700,NO
PRV56701,NO
PRV56702,NO
PRV56703,NO
PRV56705,NO
PRV56706,YES
PRV56707,NO
PRV56708,NO
PRV56710,NO
PRV56711,YES
PRV56712,NO
PRV56713,NO
PRV56715,NO
PRV56716,NO
PRV56717,NO
PRV56718,NO
PRV56719,YES
PRV56720,NO
PRV56721,NO
PRV56722,NO
PRV56723,NO
PRV56724,NO
PRV56725,NO
PRV56726,NO
PRV56728,NO
PRV56729,NO
PRV56730,YES
PRV56731,YES
PRV56732,YES
PRV56733,NO
PRV56734,NO
PRV56735,NO
PRV56738,NO
PRV56739,NO
PRV56740,NO
PRV56741,NO
PRV56742,NO
PRV56743,NO
PRV56745,NO
PRV56746,NO
PRV56747,NO
PRV56748,YES
PRV56749,NO
PRV56750,NO
PRV56751,NO
PRV56752,NO
PRV56753,NO
PRV56754,NO
PRV56755,NO
PRV56758,NO
PRV56759,NO
PRV56760,NO
PRV56761,NO
PRV56762,NO
PRV56763,NO
PRV56764,NO
PRV56765,NO
PRV56766,NO
PRV56767,NO
PRV56768,NO
PRV56769,NO
PRV56771,NO
PRV56772,NO
PRV56773,NO
PRV56774,NO
PRV56775,NO
PRV56777,NO
PRV56778,NO
PRV56780,NO
PRV56782,NO
PRV56783,NO
PRV56784,NO
PRV56788,NO
PRV56789,NO
PRV56790,NO
PRV56791,NO
PRV56792,NO
PRV56793,NO
PRV56796,NO
PRV56797,NO
PRV56798,NO
PRV56800,NO
PRV56801,NO
PRV56802,NO
PRV56803,NO
PRV56805,NO
PRV56807,NO
PRV56808,YES
PRV56809,NO
PRV56810,NO
PRV56811,NO
PRV56813,NO
PRV56816,NO
PRV56818,NO
PRV56819,NO
PRV56820,NO
PRV56821,NO
PRV56823,NO
PRV56824,NO
PRV56826,NO
PRV56828,NO
PRV56829,NO
PRV56830,NO
PRV56831,NO
PRV56832,NO
PRV56833,NO
